topic_id,df,label
виноват,9,виноват
говнище,9,говнище
порядок,9,порядок
новое,9,новое
числе,9,числе
занимается,9,занимается
нигде,9,нигде
конешно,9,конешно
бабушка,9,бабушка
замечательно,9,замечательно
пробывал,9,пробывал
завод,9,завод
сделаешь,9,сделаешь
офис,9,офис
кинул,9,кинул
фон,9,фон
вина,9,вина
попиздеть,9,попиздеть
доброе,9,доброе
вспомнить,9,вспомнить
нами,9,нами
тело,9,тело
таков,9,таков
разъеб,9,разъеб
стиме,9,стиме
ребе,9,ребе
мощно,9,мощно
телефоне,9,телефоне
зашло,9,зашло
пообщался,9,пообщался
шароеб,8,шароеб
картинка,8,картинка
шепчет,8,шепчет
монстр,8,монстр
поспав,8,поспав
уйти,8,уйти
курю,8,курю
падлу,8,падлу
выйти,8,выйти
узнаем,8,узнаем
извини,8,извини
выйдет,8,выйдет
часик,8,часик
позже,8,позже
посоны,8,посоны
мероприятие,8,мероприятие
деньгами,8,деньгами
утрам,8,утрам
поспать,8,поспать
ргб,8,ргб
скачал,8,скачал
чаво,8,чаво
поставлю,8,поставлю
собсна,8,собсна
бред,8,бред
руб,8,руб
моего,8,моего
шидух,8,шидух
компанию,8,компанию
получить,8,получить
улицу,8,улицу
проблем,8,проблем
собрал,8,собрал
депрессия,8,депрессия
морально,8,морально
рош,8,рош
другая,8,другая
меоце,8,меоце
жаль,8,жаль
секса,8,секса
достиг,8,достиг
неприятно,8,неприятно
тайм,8,тайм
еврейской,8,еврейской
захожу,8,захожу
треню,8,треню
моменты,8,моменты
деняк,8,деняк
нашего,8,нашего
другом,8,другом
родился,8,родился
школе,8,школе
пройдет,8,пройдет
приезжай,8,приезжай
рынок,8,рынок
пьешь,8,пьешь
всеми,8,всеми
приходится,8,приходится
сна,8,сна
иначе,8,иначе
шпасыба,8,шпасыба
рассказывать,8,рассказывать
планы,8,планы
пригласили,8,пригласили
занимаюсь,8,занимаюсь
планшет,8,планшет
ушли,8,ушли
старая,8,старая
мозга,8,мозга
ааааааа,8,ааааааа
усталость,8,усталость
невозможно,8,невозможно
всей,8,всей
жене,8,жене
серьездно,8,серьездно
бож,8,бож
тору,8,тору
классика,8,классика
сиг,8,сиг
реб,8,реб
хуярить,8,хуярить
макеты,8,макеты
хуярил,8,хуярил
ебнешься,8,ебнешься
врач,8,врач
нижнем,8,нижнем
приехали,8,приехали
кисю,8,кисю
женат,8,женат
ебашу,8,ебашу
сидели,8,сидели
подкаст,8,подкаст
нипонимаю,8,нипонимаю
список,8,список
купив,8,купив
разговор,8,разговор
придешь,8,придешь
дел,8,дел
шли,8,шли
кент,8,кент
приняли,8,приняли
вырубился,8,вырубился
выбрал,8,выбрал
внизу,8,внизу
собес,8,собес
системы,8,системы
район,8,район
матрица,8,матрица
районе,8,районе
билеты,8,билеты
билет,8,билет
кровь,8,кровь
еврей,8,еврей
среднем,8,среднем
смог,8,смог
ебут,8,ебут
смотрится,8,смотрится
благо,8,благо
купили,8,купили
бомба,8,бомба
поедешь,8,поедешь
сериалы,8,сериалы
